pkg_name,dataset_name,dataset_title,dataset_description,dataset_format,dataset_source,dataset_reference,dataset_has_examples,dataset_has_links
aspace,centre,"Demo Data: Coordinates of a single source, centre, location","This is a simple two-element vector containing x,y coordinates for a source or central location associated with a spatial point pattern. In this example, the center location represents a point of importance in an individuals daily activity pattern. Surrounding point locations are places physically contacted by an individual during a particular time interval. Demonstration data mimics UTM coordinates such that the first element represents Easting (x), and the second, Northing (y).",The format is a two-element vector of numeric entries.,This demonstration data has been manufactured for illustrative purposes only.,"NA",TRUE,FALSE
aspace,r.BOX,Demo Data: Standard Deviation Box Output Object,Results from the Standard Deviation Box Calculator (calc_box) are stored in a list object. This object is required for the plot function (plot_box).,"The list object contains the following results: list(""\n"", ""    "", list(list(""id""), list(""Identifier for the SD box"")), ""\n"", ""    "", list(list(""points""), list(""a simple two-column data frame (or matrix) containing x,y coordinates for a series of point locations."")), ""\n"", ""    "", list(list(""calcentre""), list(""Boolean: Indicates whether the mean centre was computed"")), ""\n"", ""\t"", list(list(""weighted""), list(""Boolean: TRUE if the weighted mean centre is to be used instead"")), ""\n"", ""    "", list(list(""weights""), list(""Weights applied to point observations"")), 
    ""\n"", ""    "", list(list(""CENTRE.x""), list(""Actual, used x-coordinate of centre"")), ""\n"", ""    "", list(list(""CENTRE.y""), list(""Actual, used y-coordinate of centre"")), ""\n"", ""    "", list(list(""SDD""), list(""Standard deviation distance value"")), ""\n"", ""    "", list(list(""SDx""), list(""Orthogonal standard deviation in x-direction"")), ""\n"", ""    "", list(list(""SDy""), list(""Orthogonal standard deviation in y-direction"")), ""\n"", ""    "", list(list(""Box.area""), list(""Area of orthogonal standard deviation box"")), 
    ""\n"", ""    "", list(list(""NW.coord""), list(""Coordinates of the north-west extent of the SD Box"")), ""\n"", ""\t"", list(list(""NE.coord""), list(""Coordinates of the north-east extent of the SD Box"")), ""\n"", ""\t"", list(list(""SW.coord""), list(""Coordinates of the south-west extent of the SD Box"")), ""\n"", ""\t"", list(list(""SE.coord""), list(""Coordinates of the south-east extent of the SD Box"")), ""\n"", ""  "")",This demonstration data has been manufactured for illustrative purposes only.,"NA",TRUE,FALSE
aspace,r.SDD,Demo Data: Standard Deviation Distance Output Object,Results from the Standard Deviation Distance Calculator (calc_sdd) are stored in a list object. This object is required for the plot function (plot_sdd).,"The list object contains the following results: list(""\n"", ""\t"", list(list(""id""), list(""Identifier for the SDD estimation - it should be unique"")), ""\n"", ""    "", list(list(""points""), list(""a simple two-column data frame (or matrix) containing x,y coordinates for a series of point locations."")), ""\n"", ""\t"", list(list(""coordsSDD""), list(""coordsSDD value, coordinates of the SDD"")), ""\t\n"", ""\t"", list(list(""SDD""), list(""SDD value, radius of the SDD"")), ""\n"", ""\t"", list(list(""calccentre""), list(""Boolean: TRUE if mean centre is computed"")), ""\n"", ""\t"", 
    list(list(""weighted""), list(""Boolean: TRUE if the weighted mean centre is to be used instead"")), ""\n"", ""    "", list(list(""weights""), list(""Weights applied to point observations"")), ""\n"", ""\t"", list(list(""CENTRE.x""), list(""X-coordinate of the centre"")), ""\n"", ""\t"", list(list(""CENTRE.y""), list(""Y-coordinate of the centre"")), ""\n"", ""\t"", list(list(""SDD.area""), list(""Area of the SDD circle"")), ""\t\n"", ""  "")",This demonstration data has been manufactured for illustrative purposes only.,"NA",TRUE,FALSE
aspace,r.SDE,Demo Data: Standard Deviation Ellipse Output Object,Results from the Standard Deviation Ellipse Calculator (calc_sde) are stored in a list object. This object is required for the plot function (plot_sde).,"The list object contains the following results: list(""\n"", ""\t"", list(list(""id""), list(""Identifier for the SDE estimate - it should be unique"")), ""\n"", ""\t"", list(list(""points""), list(""a simple two-column data frame (or matrix) containing x,y coordinates for a series of point locations."")), ""\n"", ""\t"", list(list(""coordsSDE""), list(""coordsSDE value, coordinates of the SDE"")), ""\t\n"", ""\t"", list(list(""calccentre""), list(""Boolean: TRUE if mean centre is computed"")), ""\n"", ""\t"", list(list(""CENTRE.x""), list(""X-coordinate of the centre"")), ""\n"", ""\t"", 
    list(list(""CENTRE.y""), list(""Y-coordinate of the centre"")), ""\n"", ""\t"", list(list(""Sigma.x""), list(""Half-length of axis along x-axis"")), ""\n"", ""\t"", list(list(""Sigma.y""), list(""Half-length of axis along y-axis"")), ""\n"", ""\t"", list(list(""Major""), list(""String indicating which axis is the major elliptical axis"")), ""\n"", ""\t"", list(list(""Minor""), list(""String indicating which axis is the minor elliptical axis"")), ""\n"", ""\t"", list(list(""Theta""), list(""Rotation angle in degrees"")), ""\n"", ""\t"", list(
        list(""Eccentricity""), list(""A measure of eccentricity (i.e., the flatness of the ellipse)"")), ""\n"", ""\t"", list(list(""Area.sde""), list(""Area of the SDE"")), ""\n"", ""\t"", list(list(""TanTheta""), list(""Trigonometric result"")), ""\n"", ""\t"", list(list(""SinTheta""), list(""Trigonometric result"")), ""\n"", ""\t"", list(list(""CosTheta""), list(""Trigonometric result"")), ""\n"", ""\t"", list(list(""SinThetaCosTheta""), list(""Trigonometric result"")), ""\n"", ""\t"", list(list(""Sin2Theta""), list(""Trigonometric result"")), 
    ""\n"", ""\t"", list(list(""Cos2Theta""), list(""Trigonometric result"")), ""\n"", ""\t"", list(list(""ThetaCorr""), list(""Corrected theta angle for rotation of major axis from north"")), ""\n"", ""\t"", list(list(""weighted""), list(""Boolean: TRUE if the weighted mean centre is to be used instead"")), ""\n"", ""    "", list(list(""weights""), list(""Weights applied to point observations"")), ""\n"", ""  "")",This demonstration data has been manufactured for illustrative purposes only.,"NA",TRUE,FALSE
ASPBay,ASPData,Simulated dataset,Simulations of 1000 controls and 1000 affected sib pairs with 22 SNPs. There is one causal SNP with an OR of 2.,"A list with the following elements. list(""\n"", ""    "", list(list(list(""Control"")), list(""21 genotypes of controls no including causal SNP"")), ""\n"", ""    "", list(list(list(""Index"")), list(""21 genotypes of index cases no including causal SNP"")), ""\n"", ""    "", list(list(list(""IBD"")), list(""Vector of IBD states for each affected sib pairs"")), ""\n"", ""\t"", list(list(list(""Causal"")), list(""The name of the causal SNP"")), ""\n"", ""  "")","NA","NA",TRUE,FALSE
ASPBay,ASPBay-package,Bayesian method with affected sib pairs,"This package permits to select in a genomic region a subset of SNPs which is likely to contain the true causal SNPs or a SNPs which tag them. Then, we exploite the linkage information contained in affected sib-pairs data to make inference on the causal SNPs in the region using Bayesian method.","NA","NA","Perdry, Herve, Muller-Myhsok, Bertram, et Clerget-Darpoux, Francoise. list(""Using affected sib-pairs to uncover rare disease variants."") Hum Hered, 2013. Dandine-Roulland, Claire and Perdry, Herve. list(""Where is the causal variant? On the advantage of the family design over the case-control design in genetic association studies."") Submitted to Eur J Hum Genet",FALSE,FALSE
aspect,duncan,Duncan dataset,"At 4 points in time the objects (n = 1204 adolescents) were asked to rate cigarette, marijuana, and alcohol consumption on a 5-point scale.","Data frame with marijuana (POT), cigarette (CIG), and alcohol (ALC) consumption. Category labels: 1 ... never consumed 2 ... previous but no use over the last 6 months 3 ... current use of less than 4 times a month 4 ... current use of between 4 and 29 times a month 5 ... current use of 30 or more times a month","NA","Duncan, S. C., Duncan, T. E., and Hops, H. (1998). Progressions of alcohol, cigarette, and marijuana use in adolescence. Journal of Bahavioral Medicine, 21, 375-388.",TRUE,FALSE
aspect,galo,GALO dataset,The objects (individuals) are 1290 school children in the sixth grade of elementary school in the city of Groningen (Netherlands) in 1959.,"Data frame with the five variables Gender, IQ, Advice, SES (fathers occupation) and School. IQ (original range 60 to 144) has been categorized into 9 ordered categories and the schools are enumerated from 1 to 37. SES: LoWC = Lower white collar; MidWC = Middle white collar; Prof = Professional, Managers; Shop = Shopkeepers; Skil = Schooled labor; Unsk = Unskilled labor. Advice: Agr = Agricultural; Ext = Extended primary education; Gen = General; Grls = Secondary school for girls; Man = Manual, including housekeeping; None = No further education; Uni = Pre-University.","NA","Peschar, J.L. (1975). School, Milieu, Beroep. Groningen: Tjeek Willink.",TRUE,FALSE
aspect,wurzer,Internet terminals,The dataset is about the use of public Internet terminals. For this package we extracted a subset of 8 items.,"A data frame (n = 215) with the following items: Do you know at least one place where you can finnd such a terminal? (yes/no) Have you already used such a terminal? (yes/no) How often do you use the Internet on each of the following locations: home, work, cafe, terminal, cellphone? (5-point scales; see below) Which of the following descriptions fits you best? (I'm here on vacation/I am from here/I'm here on business travel) The 5-point items we have the following categories: daily (1), almost daily (2), several times a week (3), several times a month (3), once a month (4), less frequently (5).","NA","Wurzer M (2006). An Application of congural frequency analysis: Evaluation of the Usage of Internet Terminals. Master's thesis, University of Vienna, Austria.",TRUE,FALSE
aspect,aspect-package,Aspects of Multivariables,"This package consists of two main functions: The first function is corAspect() performs (optimal) scaling by maximizing an aspect (i.e. target function such as sum eigenvalues, sum of squared correlations, squared multiple correlations, etc.) of the corresponding correlation matrix. The second function is lineals() which performs scaling by mimimization a non-correlational aspect based on pairwise correlations and correlation ratios. The resulting correlation matrix and category scores can be used for further multivariate methods such as SEM.","NA","NA","Mair, P., & de Leeuw, J. (2010). A general framework for multivariate analysis with optimal scaling: The R package aspect. Journal of Statistical Software, 32(9).",TRUE,TRUE
aspi,simulated_symmetrical_infection,Simulated data showing bilateral symmetry,"Simulated data for 10 hosts, providing an example of bilateral symmetry.","A data frame with 10 rows and 2 variables: list(""\n"", "" "", list(list(""left""), list(""number of parasites on the left side"")), ""\n"", "" "", list(list(""right""), list(""number of parasites on the right side"")), ""\n"", "" "")","NA","NA",FALSE,FALSE
